2019-08-01
2019-09-01
Antanas;Jasikevičius;29;201;Defender;Žalgiris;True;False
Motiejus;Sabonis;30;176;Defender;Kruojos;False;False
Aloyzas;Jasikevičius;24;207;Sniper;Kruojos;False;False
Vardėnis;Sabonis;30;177;Attacker;Kruojos;False;False
Aloyzas;Jasikevičius;21;198;Attacker;Šaulys;True;False
Vardėnis;Žukauskas;31;195;Striker;Žalgiris;False;False
Vardėnis;Valančiūnas;30;192;Defender;L. Rytas;True;False
Motiejus;Valančiūnas;28;203;Sniper;L. Rytas;False;False
Antanas;Žukauskas;24;191;Striker;Kruojos;True;False
Motiejus;Jasikevičius;25;199;Striker;L. Rytas;False;False
Antanas;Žukauskas;25;209;Defender;Šaulys;True;False
Petras;Pavardėnis;32;206;Defender;Žalgiris;False;False
Petras;Žukauskas;33;208;Sniper;L. Rytas;False;False
Juozas;Jasikevičius;26;198;Defender;Kruojos;True;False
Antanas;Jasikevičius;33;196;Defender;Žalgiris;False;False
Antanas;Jasikevičius;26;192;Sniper;Žalgiris;True;False
Juozas;Žukauskas;27;182;Sniper;Kruojos;False;False
